time,free_cm3_Albite,free_cm3_Anhydrite,free_cm3_Barite,free_cm3_Calcite,free_cm3_Celestite,free_cm3_Chalcedony,free_cm3_Dolomite,free_cm3_Fluorite,free_cm3_Goethite,free_cm3_Illite,free_cm3_K-feldspar,free_cm3_Kaolinite,free_cm3_Pyrrhotite,free_cm3_Quartz,free_cm3_Siderite,massfrac_Al,massfrac_BOH,massfrac_Ba,massfrac_Br,massfrac_Ca,massfrac_Cl,massfrac_F,massfrac_Fe,massfrac_H,massfrac_H2O,massfrac_HCO3,massfrac_K,massfrac_Li,massfrac_Mg,massfrac_NO3,massfrac_Na,massfrac_O2aq,massfrac_SO4,massfrac_SiO2aq,massfrac_Sr,porosity,solution_temperature
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,0,53.674868068332,0.0096562518705684,447.3167498392,0,0,184.55094004686,0,0,51.26897837803,743.31876211558,21.257894533684,9.083031649954,7314.8808875488,179.88017917256,3.268028901929e-08,0.0003758574621917,1.5637460875161e-07,9.0315286107068e-05,0.00082159428184586,0.04870664551708,5.5648860174073e-06,4.3291908204093e-05,-2.952985071156e-06,0.91032275033842,5.0897287594019e-05,6.8434768308898e-05,8.3017067912701e-05,1.8546347062146e-05,0.00010958455036169,0.033298053919671,-7.0806852373351e-05,0.0060359986852517,3.0246609868421e-05,1.2771866652177e-05,0.09994760798757,92
20000,0,53.831049951864,0.0096489372648304,447.31302303156,0,0,184.54556091379,0,0,51.400992744882,743.21505863779,21.1934979884,9.0830246013702,7314.8978067215,179.88008656448,3.2680289018513e-08,0.00037585746219682,1.5637460875609e-07,9.0315286107079e-05,0.00082159428187292,0.048706645517124,5.5648860174496e-06,4.3291908205651e-05,-2.9529850711518e-06,0.91032275033853,5.0897287593369e-05,6.8434768310108e-05,8.3017067912656e-05,1.8546347062717e-05,0.00010958455036536,0.033298053919658,-7.0806852375726e-05,0.0060359986850686,3.024660986813e-05,1.2771866651994e-05,0.099946331317812,98.8
30000,0,52.36661614629,0.0096603403828298,450.25243119206,0,0,181.96795956124,0,0,73.820188780613,732.71827048853,0,9.0830246503654,7318.3086955213,179.88873684456,1.5419577313696e-06,0.00037600217076697,1.7401926440955e-07,9.0350058320499e-05,0.000702267775765,0.048725398022332,5.5670285496031e-06,4.3491155248461e-05,-3.2873943994644e-06,0.91067963564244,6.6013573281678e-05,8.2098931845142e-05,8.3049030245138e-05,1.5140527348115e-05,0.00010962674142242,0.033310873975788,-7.085673215004e-05,0.0057354669786462,3.4669753615763e-05,1.2776783937775e-05,0.10001584667552,105.6
40000,0,52.437741477302,0.009656324368564,450.23954432295,0,0,182.00628995364,0,0,73.533179521947,732.94789007102,0,9.0830454585438,7318.3254718083,179.88919944497,0.0036731217818105,0.00037108047081764,1.4468838300003e-07,8.9167416542397e-05,0.00041293396059613,0.048087604395705,5.4941586403976e-06,2.7736115335427e-05,-0.00034134695567242,0.90606957666135,7.6442511927824e-05,6.6965159845083e-05,8.1961955653055e-05,8.5321953435689e-06,0.00010819177649091,0.032874849561847,-6.992909091e-05,0.0084070284367743,3.7835257961769e-05,1.2609541561456e-05,0.10001528215125,112.4
50000,0,52.505066810054,0.0096528096144969,450.22645535979,0,0,182.02759904436,0,0,73.383599605454,733.07103122809,0,9.0830576180211,7318.3272414706,179.88963075912,0.0037373866268798,0.00037112957609107,1.5423559756217e-07,8.9179216113072e-05,0.00034310657610992,0.048093967853449,5.4948856852775e-06,2.687726869167e-05,-0.00034791678521397,0.90628781303013,2.9318158327917e-05,3.6371331867837e-05,8.1972801721327e-05,6.8043101606377e-06,0.00010820609356624,0.032879199907812,-6.9872449361714e-05,0.0082615323851438,4.6663767040189e-05,1.2611210188636e-05,0.10001476883381,119.2
60000,0,52.566108222085,0.0096498317255127,450.20806045492,0,0,182.04774468084,0,0,73.235467032852,733.16936406601,0,9.0830956443444,7318.3353756233,179.88957665615,0.0037702647818747,0.00037118233845998,1.6259596514161e-07,8.9191894452615e-05,0.00028488995977691,0.048100805227456,5.4956668765623e-06,2.6094844131777e-05,-0.0003513530126433,0.90646663846656,1.1596102296169e-05,1.9307181228091e-05,8.198445554672e-05,5.4516898979086e-06,0.00010822147689974,0.032883874244261,-6.9843879167125e-05,0.0081207049577507,6.2718005290638e-05,1.2613003086276e-05,0.10001455769683,126
70000,0,52.625195459341,0.0096473417194396,450.16912935663,0,0,182.08942226669,0,0,72.891741982497,733.34614150073,0,9.0834761491947,7318.3826149402,179.88410739556,0.0038078711436785,0.00037120915209187,1.6967184758576e-07,8.9198337535932e-05,0.00023656410119494,0.048104279954586,5.4960638749628e-06,2.6098041694693e-05,-0.00035569846946909,0.90658872164322,4.6778339735785e-06,1.0039072241385e-05,8.1990377975888e-05,4.4369319318971e-06,0.00010822929465054,0.032886249724038,-6.9728506481907e-05,0.0079889859321155,9.8595785070218e-05,1.2613914229965e-05,0.10001518754234,132.8
80000,0,52.65609967163,0.0096454344596653,450.08114489978,0,0,182.24103128867,0,0,71.582792736549,733.96932199403,0,9.0878089305269,7318.6339809694,179.81800057932,0.0039057423880527,0.0003711510695449,1.7555024122684e-07,8.9184380804124e-05,0.00019707979481898,0.048096753149123,5.4952039139853e-06,3.4745493771864e-05,-0.00036763760900736,0.90659430326285,1.9385348830668e-06,5.1369410123677e-06,8.1977549062811e-05,3.8020134741669e-06,0.00010821236017324,0.032881104061235,-6.8512871403324e-05,0.0078559616197005,0.00019077516719888,1.2611940549501e-05,0.10001920542273,139.6
90000,0,52.137826022418,0.0096475751613384,450.06503362556,0.0010076099035154,0,183.03710987774,0,0,64.653001476955,737.2311470025,0,9.1338854822824,7320.2390941944,179.12249073805,0.0042876216645314,0.00037072203371442,1.7986427130101e-07,8.9081287217063e-05,0.00016542087276351,0.048041155220839,5.4888516774413e-06,0.00013979974446221,-0.00041475867660208,0.90612374767758,8.588442935783e-07,2.6224548859621e-06,8.1882786285745e-05,3.7938048116814e-06,0.00010808727100051,0.032843094816415,-5.4732193609574e-05,0.0077478083341412,0.00044552797967292,1.2597361649248e-05,0.10004371666707,146.4
100000,0,47.731265253018,0.0096631290331206,450.93331541355,0.0032798857309094,0,187.77365120355,0,0,23.498618411936,756.58136119818,0,9.4617027945983,7330.0159158704,174.23573829006,0.0062948502010519,0.00036793692193245,1.7347866580852e-07,8.8412049005905e-05,0.00013253419565687,0.047680237931002,5.4476157525962e-06,0.0012348525558346,-0.00066316654912242,0.90236591551062,4.6771908195124e-07,1.3842005569925e-06,8.1267628031775e-05,5.9522948878438e-06,0.0001072752471344,0.032596355521286,9.0283257840856e-05,0.008409955614581,0.0011890645059663,1.0800100234254e-05,0.10019794593737,153.2
200000,0,45.091389960149,0.00966723241431,451.44589246169,0.004137624180505,0,190.50989259737,0,0,0,767.62497336447,0,9.6576348027855,7335.4574141165,171.40416718287,0.017569958663027,0.00035111552799309,1.3065224108179e-07,8.4370014053162e-05,7.8135049148786e-05,0.045500385858151,5.1985608608912e-06,0.0085176495214081,-0.0020596776256973,0.87840710522761,4.4226584224242e-07,8.1350155959657e-07,7.7552222755526e-05,1.5235109854562e-05,0.00010237082174072,0.031106110584785,0.0010678715560332,0.014322636505111,0.0048459534323382,6.6425511826497e-06,0.10028877984324,160
300000,0,45.041705174679,0.0096672323621455,451.44616575945,0.0041381209074853,0,190.50989733421,0,0,0,767.62500469142,0,9.6576493808228,7335.457765274,171.40395494366,0.023541949761193,0.00034203865913598,1.1831368548407e-07,8.2188921244227e-05,5.6970906360222e-05,0.04432413188318,5.0641701791099e-06,0.01242296253831,-0.0027995668686895,0.86531154534464,5.1462788022515e-07,2.0465275260011e-06,7.5547380191105e-05,1.0220944702768e-05,9.9724380753046e-05,0.030301970454305,0.0016113893826456,0.017506559093196,0.0070994982091795,5.1253703814665e-06,0.10028927490693,160
400000,0,45.009361160627,0.0096672323303227,451.44633121034,0.0041384214397327,0,190.50990011778,0,0,0,767.62502364613,0,9.6576581985411,7335.457977682,171.40382653223,0.023538540909386,0.00034204367059399,1.1831935184158e-07,8.219012545406e-05,5.6974189494383e-05,0.044324781308372,5.0642443779608e-06,0.012421482939849,-0.0027991617768582,0.86531834333786,5.1461072114754e-07,2.0468190099788e-06,7.5548487090876e-05,1.0220657778119e-05,9.9725841887657e-05,0.030302414430576,0.0016111887522566,0.01750517464171,0.0070976627912853,5.1256998082521e-06,0.1002895974028,160
500000,0,44.988301170433,0.009667232310216,451.44643540365,0.0041386103660949,0,190.50990179138,0,0,0,767.62503556223,0,9.6576637408174,7335.4581111913,171.40374575583,0.023536478780172,0.00034204670220616,1.1832278019097e-07,8.2190853924164e-05,5.6976175962195e-05,0.044325174169165,5.0642892635306e-06,0.012420587815525,-0.0027989167231353,0.86532245570313,5.1460033955156e-07,2.0469953841555e-06,7.5549156694602e-05,1.0220484183849e-05,9.9726725780846e-05,0.030302683007888,0.0016110673753324,0.017504337030755,0.0070965526355225,5.1258991283711e-06,0.100289807452,160
600000,0,44.974586863216,0.0096672322972541,451.44650235164,0.0041387317682334,0,190.50990298165,0,0,0,767.62504321958,0,9.6576673018939,7335.4581969771,171.40369377652,0.023535182564946,0.00034204860782483,1.183249354097e-07,8.2191311827797e-05,5.6977424768409e-05,0.044325421114624,5.0643174778191e-06,0.012420025132153,-0.0027987626870088,0.86532504066947,5.1459381329939e-07,2.0471062672519e-06,7.5549577595854e-05,1.0220375056571e-05,9.972728138072e-05,0.030302851830914,0.001610991076691,0.017503810482121,0.0070958548707101,5.1260244321715e-06,0.10028994425189,160
700000,0,44.965655412096,0.0096672322887976,451.44654593442,0.0041388108056994,0,190.50990384118,0,0,0,767.62504820455,0,9.6576696201223,7335.4582528255,171.40365985868,0.023534349679272,0.00034204983228585,1.1832632034083e-07,8.2191606055165e-05,5.6978227252568e-05,0.044325579790177,5.0643356069957e-06,0.012419663568556,-0.0027986637107835,0.8653267016495,5.1458961961977e-07,2.0471775225938e-06,7.5549848047229e-05,1.022030493287e-05,9.9727638383118e-05,0.030302960308661,0.001610942049457,0.01750347213001,0.0070954065441693,5.1261049524742e-06,0.10029003334332,160
800000,0,44.959838533598,0.0096672322832354,451.44657455996,0.0041388627212576,0,190.50990440521,0,0,0,767.62505147894,0,9.6576711428339,7335.4582895116,171.40363754682,0.02353380745917,0.00034205062942779,1.1832722198846e-07,8.2191797601455e-05,5.6978749706619e-05,0.044325683090267,5.0643474093526e-06,0.012419428181331,-0.0027985992758885,0.86532778297249,5.145868893692e-07,2.0472239138301e-06,7.5550024115003e-05,1.0220259279797e-05,9.9727870796863e-05,0.03030303092925,0.0016109101314647,0.017503251850853,0.0070951146873213,5.1261573748696e-06,0.1002900913631,160
900000,0,44.956049943963,0.0096672322795508,451.44659350187,0.0041388970778263,0,190.50990477777,0,0,0,767.62505364585,0,9.6576721505446,7335.4583137936,171.40362273126,0.023533451312075,0.00034205115301588,1.1832781423521e-07,8.2191923415125e-05,5.6979092881815e-05,0.044325750941039,5.064355161515e-06,0.0124192735698,-0.0027985569530366,0.86532849322006,5.1458509601948e-07,2.0472543863396e-06,7.5550139761894e-05,1.0220229292761e-05,9.9728023453583e-05,0.030303077315089,0.0016108891664803,0.017503107161513,0.0070949229908948,5.1261918086362e-06,0.10029012914738,160
1000000,0,44.953582277581,0.0096672322770922,451.44660613428,0.0041389199900612,0,190.50990502555,0,0,0,767.62505509099,0,9.6576728227317,7335.4583299934,171.40361277788,0.023533215624901,0.00034205149949727,1.1832820617295e-07,8.2192006674898e-05,5.6979319988965e-05,0.044325795842676,5.0643602916678e-06,0.012419171251322,-0.0027985289450508,0.86532896324106,5.1458390921803e-07,2.0472745527164e-06,7.5550216290764e-05,1.0220209447286e-05,9.9728124477825e-05,0.030303108011833,0.0016108752923193,0.017503011409347,0.0070947961336617,5.126214596308e-06,0.10029015375355,160
2000000,0,44.949695239719,0.0096672322725613,451.44662938774,0.0041389621778981,0,190.50990547438,0,0,0,767.62505775274,0,9.6576740607055,7335.4583598178,171.40359425255,0.023533058448777,0.0003420517305766,1.1832846755342e-07,8.2192062199415e-05,5.6979471445881e-05,0.044325825786809,5.0643637128775e-06,0.012419103017002,-0.0027985102669909,0.86532927669012,5.1458311774525e-07,2.0472880015575e-06,7.5550267330013e-05,1.0220196213361e-05,9.972819184851e-05,0.030303128483009,0.0016108660398955,0.01750294755294,0.0070947115357349,5.1262297932827e-06,0.10029019245814,160
3000000,0,44.949082707083,0.0096672322715337,451.44663463801,0.0041389717160208,0,190.50990556994,0,0,0,767.62505837159,0,9.6576743427429,7335.4583665582,171.40357844182,0.023532769046553,0.00034205215604633,1.1832894882963e-07,8.2192164434632e-05,5.6979750321782e-05,0.044325880921822,5.0643700122251e-06,0.012418977378796,-0.0027984758757983,0.86532985383227,5.145816604179e-07,2.0473127649281e-06,7.5550361305041e-05,1.0220171845614e-05,9.9728315896081e-05,0.0303031661758,0.001610849003631,0.01750282997546,0.0070945557704513,5.1262577753129e-06,0.10029019864737,160
4000000,0,44.948987044837,0.0096672322712139,451.44663626018,0.0041389746703986,0,190.50990559609,0,0,0,767.62505855989,0,9.6576744296331,7335.458368645,171.40355643101,0.023532703616578,0.000342052252237,1.1832905764094e-07,8.2192187548676e-05,5.6979813372659e-05,0.044325893387126,5.0643714364235e-06,0.012418948973479,-0.002798468100406,0.86532998431655,5.1458133093591e-07,2.047318363695e-06,7.5550382551062e-05,1.0220166336266e-05,9.9728343941588e-05,0.03030317469764,0.0016108451519326,0.017502803392547,0.007094520554272,5.1262641017552e-06,0.10029019979058,160
5000000,0,44.948973490051,0.0096672322710756,451.44663695768,0.004138975943399,0,190.50990560606,0,0,0,767.62505863986,0,9.6576744669091,7335.4583695437,171.40352987346,0.02353268334989,0.00034205228203294,1.1832909134494e-07,8.2192194708152e-05,5.6979832902542e-05,0.044325897248201,5.0643718775642e-06,0.012418940175088,-0.0027984656920104,0.8653300247335,5.1458122887985e-07,2.0473200978943e-06,7.5550389132191e-05,1.0220164629841e-05,9.9728352628548e-05,0.030303177337247,0.0016108439588901,0.017502795158556,0.0070945096462494,5.1262660613547e-06,0.10029020017668,160
6000000,0,44.948973134545,0.0096672322709989,451.44663734589,0.004138976651686,0,190.50990561158,0,0,0,767.6250586841,0,9.6576744876156,7335.4583700437,171.40350187317,0.023532674617181,0.00034205229487144,1.1832910586766e-07,8.21921977931e-05,5.6979841317769e-05,0.044325898911901,5.0643720676471e-06,0.012418936383935,-0.0027984646542566,0.86533004214876,5.1458118490578e-07,2.0473208451452e-06,7.5550391967867e-05,1.022016389454e-05,9.9728356371676e-05,0.030303178474627,0.0016108434448182,0.017502791610614,0.0070945049460892,5.1262669057266e-06,0.10029020045224,160
7000000,0,44.948974858401,0.0096672322709484,451.44663760288,0.0041389771194478,0,190.50990561561,0,0,0,767.62505871338,0,9.6576745013005,7335.4583703741,171.40347484872,0.023532669758387,0.00034205230201452,1.1832911394796e-07,8.2192199509536e-05,5.6979845999911e-05,0.044325899837567,5.0643721734073e-06,0.012418934274569,-0.0027984640768602,0.86533005183846,5.145811604342e-07,2.0473212609091e-06,7.5550393545604e-05,1.0220163485418e-05,9.9728358454326e-05,0.030303179107455,0.0016108431587927,0.017502789636576,0.0070945023309636,5.1262673755269e-06,0.10029020070033,160
7760000,0,44.948976687835,0.009667232270914,451.44663777984,0.0041389774406518,0,190.50990561874,0,0,0,767.62505873359,0,9.6576745107139,7335.458370601,171.40345136442,0.023532666549608,0.00034205230673194,1.1832911928424e-07,8.2192200643081e-05,5.6979849092024e-05,0.044325900448883,5.0643722432522e-06,0.012418932881526,-0.0027984636955439,0.86533005823759,5.145811442763e-07,2.0473215354825e-06,7.555039458755e-05,1.0220163215225e-05,9.9728359829707e-05,0.030303179525378,0.0016108429698991,0.01750278833291,0.0070945006039168,5.1262676857857e-06,0.10029020091374,160
